Event_id,Timestamp,Activity,PickupPlan,Cargo,Truck
input_tally_sheet_Pcp53_tr5,2024-05-01 11:37:38,Input the Tally Sheet,,,['tr5']
assign_tr46_Pcp49,2024-05-01 11:37:50,Assign Truck,,,['tr46']
eval_trs_exit_tr34_Pcp54,2024-05-01 11:38:02,Evaluate the Truck Exit,,,['tr34']
eval_trs_exit_tr41_Pcp53,2024-05-01 11:38:04,Evaluate the Truck Exit,,,['tr41']
assign_tr28_Pcp49,2024-05-01 11:38:13,Assign Truck,,,['tr28']
weigh_loaded_truck_Pcp90_tr11,2024-05-01 11:38:15,Weigh the Loaded Truck,,,['tr11']
eval_trs_exit_tr35_Pcp47,2024-05-01 11:38:38,Evaluate the Truck Exit,,,['tr35']
eval_trs_exit_tr29_Pcp72,2024-05-01 11:39:02,Evaluate the Truck Exit,,,['tr29']
eval_trs_exit_tr5_Pcp53,2024-05-01 11:39:24,Evaluate the Truck Exit,,,['tr5']
weigh_empty_truck_Pcp49_tr28,2024-05-01 11:39:43,Weigh the Empty Truck,,,['tr28']
load_truck_Pcp49_tr28,2024-05-01 11:40:13,Load Truck,,,['tr28']
input_tally_sheet_Pcp90_tr11,2024-05-01 11:41:19,Input the Tally Sheet,,,['tr11']
print_w_ticket_Pcp90_tr11,2024-05-01 11:41:19,Print the Weighing Ticket,,,['tr11']
eval_trs_exit_tr11_Pcp90,2024-05-01 11:42:30,Evaluate the Truck Exit,,,['tr11']
assign_tr2_Pcp60,2024-05-01 11:43:21,Assign Truck,,,['tr2']
assign_tr22_Pcp60,2024-05-01 11:43:47,Assign Truck,,,['tr22']
weigh_loaded_truck_Pcp90_tr15,2024-05-01 11:44:01,Weigh the Loaded Truck,,,['tr15']
weigh_empty_truck_Pcp49_tr46,2024-05-01 11:44:47,Weigh the Empty Truck,,,['tr46']
load_truck_Pcp49_tr46,2024-05-01 11:45:37,Load Truck,,,['tr46']
weigh_empty_truck_Pcp60_tr2,2024-05-01 11:45:47,Weigh the Empty Truck,,,['tr2']
weigh_loaded_truck_Pcp38_tr25,2024-05-01 11:45:56,Weigh the Loaded Truck,,,['tr25']
load_truck_Pcp60_tr2,2024-05-01 11:46:52,Load Truck,,,['tr2']
weigh_loaded_truck_Pcp16_tr4,2024-05-01 11:47:07,Weigh the Loaded Truck,,,['tr4']
weigh_loaded_truck_Pcp45_tr30,2024-05-01 11:47:13,Weigh the Loaded Truck,,,['tr30']
weigh_empty_truck_Pcp100_tr43,2024-05-01 11:48:04,Weigh the Empty Truck,,,['tr43']
input_tally_sheet_Pcp90_tr15,2024-05-01 11:48:07,Input the Tally Sheet,,,['tr15']
print_w_ticket_Pcp90_tr15,2024-05-01 11:48:07,Print the Weighing Ticket,,,['tr15']
weigh_loaded_truck_Pcp49_tr28,2024-05-01 11:48:33,Weigh the Loaded Truck,,,['tr28']
load_truck_Pcp100_tr43,2024-05-01 11:49:13,Load Truck,,,['tr43']
eval_trs_exit_tr15_Pcp90,2024-05-01 11:49:44,Evaluate the Truck Exit,,,['tr15']
print_w_ticket_Pcp38_tr25,2024-05-01 11:52:31,Print the Weighing Ticket,,,['tr25']
input_tally_sheet_Pcp38_tr25,2024-05-01 11:52:31,Input the Tally Sheet,,,['tr25']
input_tally_sheet_Pcp49_tr28,2024-05-01 11:53:28,Input the Tally Sheet,,,['tr28']
print_w_ticket_Pcp49_tr28,2024-05-01 11:53:28,Print the Weighing Ticket,,,['tr28']
assign_tr41_Pcp31,2024-05-01 11:54:08,Assign Truck,,,['tr41']
eval_trs_exit_tr25_Pcp38,2024-05-01 11:54:10,Evaluate the Truck Exit,,,['tr25']
assign_tr50_Pcp31,2024-05-01 11:54:58,Assign Truck,,,['tr50']
weigh_empty_truck_Pcp31_tr50,2024-05-01 11:55:55,Weigh the Empty Truck,,,['tr50']
eval_trs_exit_tr28_Pcp49,2024-05-01 11:56:02,Evaluate the Truck Exit,,,['tr28']
weigh_loaded_truck_Pcp54_tr16,2024-05-01 11:56:52,Weigh the Loaded Truck,,,['tr16']
load_truck_Pcp31_tr50,2024-05-01 11:57:25,Load Truck,,,['tr50']
print_w_ticket_Pcp16_tr4,2024-05-01 11:57:34,Print the Weighing Ticket,,,['tr4']
input_tally_sheet_Pcp16_tr4,2024-05-01 11:57:34,Input the Tally Sheet,,,['tr4']
weigh_empty_truck_Pcp60_tr22,2024-05-01 11:58:05,Weigh the Empty Truck,,,['tr22']
load_truck_Pcp60_tr22,2024-05-01 11:58:36,Load Truck,,,['tr22']
eval_trs_exit_tr4_Pcp16,2024-05-01 11:58:47,Evaluate the Truck Exit,,,['tr4']
assign_tr35_Pcp66,2024-05-01 11:59:22,Assign Truck,,,['tr35']
assign_tr27_Pcp66,2024-05-01 11:59:33,Assign Truck,,,['tr27']
print_w_ticket_Pcp45_tr30,2024-05-01 12:01:00,Print the Weighing Ticket,,,['tr30']
input_tally_sheet_Pcp45_tr30,2024-05-01 12:01:00,Input the Tally Sheet,,,['tr30']
weigh_loaded_truck_Pcp47_tr1,2024-05-01 12:01:28,Weigh the Loaded Truck,,,['tr1']
weigh_empty_truck_Pcp31_tr41,2024-05-01 12:01:48,Weigh the Empty Truck,,,['tr41']
weigh_empty_truck_Pcp66_tr35,2024-05-01 12:01:52,Weigh the Empty Truck,,,['tr35']
load_truck_Pcp31_tr41,2024-05-01 12:02:36,Load Truck,,,['tr41']
load_truck_Pcp66_tr35,2024-05-01 12:02:43,Load Truck,,,['tr35']
eval_trs_exit_tr30_Pcp45,2024-05-01 12:03:10,Evaluate the Truck Exit,,,['tr30']
print_w_ticket_Pcp54_tr16,2024-05-01 12:03:50,Print the Weighing Ticket,,,['tr16']
input_tally_sheet_Pcp54_tr16,2024-05-01 12:03:50,Input the Tally Sheet,,,['tr16']
weigh_loaded_truck_Pcp60_tr22,2024-05-01 12:04:10,Weigh the Loaded Truck,,,['tr22']
assign_tr3_Pcp68,2024-05-01 12:04:52,Assign Truck,,,['tr3']
assign_tr29_Pcp68,2024-05-01 12:04:52,Assign Truck,,,['tr29']
print_w_ticket_Pcp47_tr1,2024-05-01 12:05:09,Print the Weighing Ticket,,,['tr1']
input_tally_sheet_Pcp47_tr1,2024-05-01 12:05:09,Input the Tally Sheet,,,['tr1']
weigh_empty_truck_Pcp66_tr27,2024-05-01 12:05:57,Weigh the Empty Truck,,,['tr27']
eval_trs_exit_tr16_Pcp54,2024-05-01 12:06:18,Evaluate the Truck Exit,,,['tr16']
weigh_empty_truck_Pcp68_tr29,2024-05-01 12:06:24,Weigh the Empty Truck,,,['tr29']
load_truck_Pcp68_tr29,2024-05-01 12:07:25,Load Truck,,,['tr29']
weigh_loaded_truck_Pcp45_tr33,2024-05-01 12:08:01,Weigh the Loaded Truck,,,['tr33']
weigh_loaded_truck_Pcp100_tr43,2024-05-01 12:08:26,Weigh the Loaded Truck,,,['tr43']
load_truck_Pcp66_tr27,2024-05-01 12:08:27,Load Truck,,,['tr27']
weigh_empty_truck_Pcp68_tr3,2024-05-01 12:08:43,Weigh the Empty Truck,,,['tr3']
eval_trs_exit_tr1_Pcp47,2024-05-01 12:09:42,Evaluate the Truck Exit,,,['tr1']
load_truck_Pcp68_tr3,2024-05-01 12:09:47,Load Truck,,,['tr3']
input_tally_sheet_Pcp45_tr33,2024-05-01 12:10:51,Input the Tally Sheet,,,['tr33']
print_w_ticket_Pcp45_tr33,2024-05-01 12:10:51,Print the Weighing Ticket,,,['tr33']
input_tally_sheet_Pcp60_tr22,2024-05-01 12:11:09,Input the Tally Sheet,,,['tr22']
print_w_ticket_Pcp60_tr22,2024-05-01 12:11:09,Print the Weighing Ticket,,,['tr22']
eval_trs_exit_tr33_Pcp45,2024-05-01 12:11:45,Evaluate the Truck Exit,,,['tr33']
eval_trs_exit_tr22_Pcp60,2024-05-01 12:12:29,Evaluate the Truck Exit,,,['tr22']
weigh_loaded_truck_Pcp7_tr48,2024-05-01 12:14:03,Weigh the Loaded Truck,,,['tr48']
assign_tr44_Pcp76,2024-05-01 12:14:47,Assign Truck,,,['tr44']
assign_tr17_Pcp76,2024-05-01 12:14:56,Assign Truck,,,['tr17']
print_w_ticket_Pcp100_tr43,2024-05-01 12:15:00,Print the Weighing Ticket,,,['tr43']
input_tally_sheet_Pcp100_tr43,2024-05-01 12:15:00,Input the Tally Sheet,,,['tr43']
assign_tr18_Pcp83,2024-05-01 12:15:43,Assign Truck,,,['tr18']
weigh_loaded_truck_Pcp31_tr41,2024-05-01 12:16:04,Weigh the Loaded Truck,,,['tr41']
assign_tr6_Pcp83,2024-05-01 12:16:13,Assign Truck,,,['tr6']
eval_trs_exit_tr43_Pcp100,2024-05-01 12:16:24,Evaluate the Truck Exit,,,['tr43']
assign_tr26_Pcp52,2024-05-01 12:16:39,Assign Truck,,,['tr26']
assign_tr11_Pcp52,2024-05-01 12:17:25,Assign Truck,,,['tr11']
weigh_empty_truck_Pcp52_tr26,2024-05-01 12:18:04,Weigh the Empty Truck,,,['tr26']
weigh_empty_truck_Pcp83_tr6,2024-05-01 12:18:08,Weigh the Empty Truck,,,['tr6']
weigh_empty_truck_Pcp76_tr44,2024-05-01 12:18:53,Weigh the Empty Truck,,,['tr44']
load_truck_Pcp52_tr26,2024-05-01 12:19:00,Load Truck,,,['tr26']
weigh_empty_truck_Pcp83_tr18,2024-05-01 12:19:20,Weigh the Empty Truck,,,['tr18']
weigh_empty_truck_Pcp76_tr17,2024-05-01 12:19:56,Weigh the Empty Truck,,,['tr17']
input_tally_sheet_Pcp31_tr41,2024-05-01 12:20:37,Input the Tally Sheet,,,['tr41']
print_w_ticket_Pcp31_tr41,2024-05-01 12:20:37,Print the Weighing Ticket,,,['tr41']
load_truck_Pcp83_tr18,2024-05-01 12:20:40,Load Truck,,,['tr18']
load_truck_Pcp76_tr44,2024-05-01 12:20:49,Load Truck,,,['tr44']
load_truck_Pcp76_tr17,2024-05-01 12:20:49,Load Truck,,,['tr17']
load_truck_Pcp83_tr6,2024-05-01 12:21:33,Load Truck,,,['tr6']
eval_trs_exit_tr41_Pcp31,2024-05-01 12:22:03,Evaluate the Truck Exit,,,['tr41']
print_w_ticket_Pcp7_tr48,2024-05-01 12:25:04,Print the Weighing Ticket,,,['tr48']
input_tally_sheet_Pcp7_tr48,2024-05-01 12:25:04,Input the Tally Sheet,,,['tr48']
weigh_empty_truck_Pcp52_tr11,2024-05-01 12:25:14,Weigh the Empty Truck,,,['tr11']
load_truck_Pcp52_tr11,2024-05-01 12:25:59,Load Truck,,,['tr11']
eval_trs_exit_tr48_Pcp7,2024-05-01 12:26:26,Evaluate the Truck Exit,,,['tr48']
weigh_loaded_truck_Pcp83_tr6,2024-05-01 12:28:07,Weigh the Loaded Truck,,,['tr6']
input_tally_sheet_Pcp83_tr6,2024-05-01 12:29:56,Input the Tally Sheet,,,['tr6']
print_w_ticket_Pcp83_tr6,2024-05-01 12:29:56,Print the Weighing Ticket,,,['tr6']
weigh_loaded_truck_Pcp64_tr32,2024-05-01 12:32:21,Weigh the Loaded Truck,,,['tr32']
eval_trs_exit_tr6_Pcp83,2024-05-01 12:32:59,Evaluate the Truck Exit,,,['tr6']
input_tally_sheet_Pcp64_tr32,2024-05-01 12:33:09,Input the Tally Sheet,,,['tr32']
print_w_ticket_Pcp64_tr32,2024-05-01 12:33:09,Print the Weighing Ticket,,,['tr32']
eval_trs_exit_tr32_Pcp64,2024-05-01 12:35:10,Evaluate the Truck Exit,,,['tr32']
weigh_loaded_truck_Pcp52_tr26,2024-05-01 12:35:15,Weigh the Loaded Truck,,,['tr26']
weigh_loaded_truck_Pcp52_tr11,2024-05-01 12:41:07,Weigh the Loaded Truck,,,['tr11']
weigh_loaded_truck_Pcp31_tr50,2024-05-01 12:43:03,Weigh the Loaded Truck,,,['tr50']
weigh_loaded_truck_Pcp60_tr2,2024-05-01 12:44:12,Weigh the Loaded Truck,,,['tr2']
print_w_ticket_Pcp52_tr26,2024-05-01 12:45:12,Print the Weighing Ticket,,,['tr26']
input_tally_sheet_Pcp52_tr26,2024-05-01 12:45:12,Input the Tally Sheet,,,['tr26']
eval_trs_exit_tr26_Pcp52,2024-05-01 12:47:46,Evaluate the Truck Exit,,,['tr26']
input_tally_sheet_Pcp31_tr50,2024-05-01 12:49:03,Input the Tally Sheet,,,['tr50']
print_w_ticket_Pcp31_tr50,2024-05-01 12:49:03,Print the Weighing Ticket,,,['tr50']
input_tally_sheet_Pcp60_tr2,2024-05-01 12:50:29,Input the Tally Sheet,,,['tr2']
print_w_ticket_Pcp60_tr2,2024-05-01 12:50:29,Print the Weighing Ticket,,,['tr2']
weigh_loaded_truck_Pcp68_tr3,2024-05-01 12:51:06,Weigh the Loaded Truck,,,['tr3']
eval_trs_exit_tr50_Pcp31,2024-05-01 12:52:20,Evaluate the Truck Exit,,,['tr50']
eval_trs_exit_tr2_Pcp60,2024-05-01 12:52:31,Evaluate the Truck Exit,,,['tr2']
weigh_loaded_truck_Pcp66_tr35,2024-05-01 12:54:15,Weigh the Loaded Truck,,,['tr35']
input_tally_sheet_Pcp52_tr11,2024-05-01 12:57:51,Input the Tally Sheet,,,['tr11']
print_w_ticket_Pcp52_tr11,2024-05-01 12:57:51,Print the Weighing Ticket,,,['tr11']
print_w_ticket_Pcp66_tr35,2024-05-01 12:57:53,Print the Weighing Ticket,,,['tr35']
input_tally_sheet_Pcp66_tr35,2024-05-01 12:57:53,Input the Tally Sheet,,,['tr35']
input_tally_sheet_Pcp68_tr3,2024-05-01 12:58:17,Input the Tally Sheet,,,['tr3']
print_w_ticket_Pcp68_tr3,2024-05-01 12:58:17,Print the Weighing Ticket,,,['tr3']
eval_trs_exit_tr35_Pcp66,2024-05-01 12:58:44,Evaluate the Truck Exit,,,['tr35']
eval_trs_exit_tr11_Pcp52,2024-05-01 12:59:10,Evaluate the Truck Exit,,,['tr11']
eval_trs_exit_tr3_Pcp68,2024-05-01 13:00:31,Evaluate the Truck Exit,,,['tr3']
weigh_loaded_truck_Pcp76_tr17,2024-05-01 13:07:20,Weigh the Loaded Truck,,,['tr17']
input_tally_sheet_Pcp76_tr17,2024-05-01 13:08:34,Input the Tally Sheet,,,['tr17']
print_w_ticket_Pcp76_tr17,2024-05-01 13:08:34,Print the Weighing Ticket,,,['tr17']
weigh_loaded_truck_Pcp49_tr46,2024-05-01 13:09:18,Weigh the Loaded Truck,,,['tr46']
eval_trs_exit_tr17_Pcp76,2024-05-01 13:10:32,Evaluate the Truck Exit,,,['tr17']
print_w_ticket_Pcp49_tr46,2024-05-01 13:10:38,Print the Weighing Ticket,,,['tr46']
input_tally_sheet_Pcp49_tr46,2024-05-01 13:10:38,Input the Tally Sheet,,,['tr46']
weigh_loaded_truck_Pcp68_tr29,2024-05-01 13:10:56,Weigh the Loaded Truck,,,['tr29']
eval_trs_exit_tr46_Pcp49,2024-05-01 13:13:08,Evaluate the Truck Exit,,,['tr46']
print_w_ticket_Pcp68_tr29,2024-05-01 13:16:12,Print the Weighing Ticket,,,['tr29']
input_tally_sheet_Pcp68_tr29,2024-05-01 13:16:12,Input the Tally Sheet,,,['tr29']
eval_trs_exit_tr29_Pcp68,2024-05-01 13:17:27,Evaluate the Truck Exit,,,['tr29']
assign_tr42_Pcp42,2024-05-01 13:23:43,Assign Truck,,,['tr42']
weigh_empty_truck_Pcp42_tr42,2024-05-01 13:25:58,Weigh the Empty Truck,,,['tr42']
load_truck_Pcp42_tr42,2024-05-01 13:26:37,Load Truck,,,['tr42']
assign_tr43_Pcp42,2024-05-01 13:27:28,Assign Truck,,,['tr43']
assign_tr7_Pcp2,2024-05-01 13:28:19,Assign Truck,,,['tr7']
assign_tr34_Pcp43,2024-05-01 13:28:39,Assign Truck,,,['tr34']
assign_tr19_Pcp43,2024-05-01 13:28:44,Assign Truck,,,['tr19']
assign_tr46_Pcp2,2024-05-01 13:29:41,Assign Truck,,,['tr46']
weigh_empty_truck_Pcp42_tr43,2024-05-01 13:30:45,Weigh the Empty Truck,,,['tr43']
load_truck_Pcp42_tr43,2024-05-01 13:31:57,Load Truck,,,['tr43']
weigh_empty_truck_Pcp2_tr46,2024-05-01 13:32:06,Weigh the Empty Truck,,,['tr46']
load_truck_Pcp2_tr46,2024-05-01 13:33:03,Load Truck,,,['tr46']
weigh_empty_truck_Pcp43_tr19,2024-05-01 13:34:55,Weigh the Empty Truck,,,['tr19']
weigh_empty_truck_Pcp43_tr34,2024-05-01 13:35:17,Weigh the Empty Truck,,,['tr34']
load_truck_Pcp43_tr34,2024-05-01 13:35:55,Load Truck,,,['tr34']
load_truck_Pcp43_tr19,2024-05-01 13:36:38,Load Truck,,,['tr19']
weigh_empty_truck_Pcp2_tr7,2024-05-01 13:36:39,Weigh the Empty Truck,,,['tr7']
load_truck_Pcp2_tr7,2024-05-01 13:37:54,Load Truck,,,['tr7']
weigh_loaded_truck_Pcp42_tr42,2024-05-01 13:49:45,Weigh the Loaded Truck,,,['tr42']
weigh_loaded_truck_Pcp100_tr21,2024-05-01 13:51:08,Weigh the Loaded Truck,,,['tr21']
input_tally_sheet_Pcp42_tr42,2024-05-01 13:54:28,Input the Tally Sheet,,,['tr42']
print_w_ticket_Pcp42_tr42,2024-05-01 13:54:28,Print the Weighing Ticket,,,['tr42']
input_tally_sheet_Pcp100_tr21,2024-05-01 13:54:56,Input the Tally Sheet,,,['tr21']
print_w_ticket_Pcp100_tr21,2024-05-01 13:54:56,Print the Weighing Ticket,,,['tr21']
weigh_loaded_truck_Pcp42_tr43,2024-05-01 13:55:00,Weigh the Loaded Truck,,,['tr43']
eval_trs_exit_tr21_Pcp100,2024-05-01 13:56:37,Evaluate the Truck Exit,,,['tr21']
eval_trs_exit_tr42_Pcp42,2024-05-01 13:57:35,Evaluate the Truck Exit,,,['tr42']
assign_tr45_Pcp34,2024-05-01 14:01:31,Assign Truck,,,['tr45']
weigh_loaded_truck_Pcp2_tr7,2024-05-01 14:01:45,Weigh the Loaded Truck,,,['tr7']
assign_tr4_Pcp34,2024-05-01 14:02:25,Assign Truck,,,['tr4']
print_w_ticket_Pcp42_tr43,2024-05-01 14:02:54,Print the Weighing Ticket,,,['tr43']
input_tally_sheet_Pcp42_tr43,2024-05-01 14:02:54,Input the Tally Sheet,,,['tr43']
weigh_empty_truck_Pcp34_tr4,2024-05-01 14:05:27,Weigh the Empty Truck,,,['tr4']
assign_tr50_Pcp27,2024-05-01 14:05:32,Assign Truck,,,['tr50']
weigh_loaded_truck_Pcp2_tr46,2024-05-01 14:05:39,Weigh the Loaded Truck,,,['tr46']
eval_trs_exit_tr43_Pcp42,2024-05-01 14:05:57,Evaluate the Truck Exit,,,['tr43']
input_tally_sheet_Pcp2_tr7,2024-05-01 14:06:04,Input the Tally Sheet,,,['tr7']
print_w_ticket_Pcp2_tr7,2024-05-01 14:06:04,Print the Weighing Ticket,,,['tr7']
weigh_empty_truck_Pcp27_tr50,2024-05-01 14:06:20,Weigh the Empty Truck,,,['tr50']
eval_trs_exit_tr7_Pcp2,2024-05-01 14:06:48,Evaluate the Truck Exit,,,['tr7']
weigh_empty_truck_Pcp34_tr45,2024-05-01 14:07:03,Weigh the Empty Truck,,,['tr45']
assign_tr3_Pcp27,2024-05-01 14:07:03,Assign Truck,,,['tr3']
load_truck_Pcp34_tr4,2024-05-01 14:07:13,Load Truck,,,['tr4']
load_truck_Pcp27_tr50,2024-05-01 14:07:28,Load Truck,,,['tr50']
input_tally_sheet_Pcp2_tr46,2024-05-01 14:07:29,Input the Tally Sheet,,,['tr46']
print_w_ticket_Pcp2_tr46,2024-05-01 14:07:29,Print the Weighing Ticket,,,['tr46']
weigh_empty_truck_Pcp27_tr3,2024-05-01 14:07:55,Weigh the Empty Truck,,,['tr3']
load_truck_Pcp34_tr45,2024-05-01 14:08:14,Load Truck,,,['tr45']
weigh_loaded_truck_Pcp66_tr27,2024-05-01 14:08:40,Weigh the Loaded Truck,,,['tr27']
eval_trs_exit_tr46_Pcp2,2024-05-01 14:09:22,Evaluate the Truck Exit,,,['tr46']
input_tally_sheet_Pcp66_tr27,2024-05-01 14:10:44,Input the Tally Sheet,,,['tr27']
print_w_ticket_Pcp66_tr27,2024-05-01 14:10:44,Print the Weighing Ticket,,,['tr27']
load_truck_Pcp27_tr3,2024-05-01 14:11:29,Load Truck,,,['tr3']
eval_trs_exit_tr27_Pcp66,2024-05-01 14:12:16,Evaluate the Truck Exit,,,['tr27']
assign_tr32_Pcp9,2024-05-01 14:12:33,Assign Truck,,,['tr32']
assign_tr28_Pcp9,2024-05-01 14:13:12,Assign Truck,,,['tr28']
assign_tr1_Pcp24,2024-05-01 14:13:49,Assign Truck,,,['tr1']
weigh_empty_truck_Pcp9_tr32,2024-05-01 14:14:25,Weigh the Empty Truck,,,['tr32']
assign_tr25_Pcp24,2024-05-01 14:14:40,Assign Truck,,,['tr25']
weigh_loaded_truck_Pcp27_tr50,2024-05-01 14:14:54,Weigh the Loaded Truck,,,['tr50']
weigh_empty_truck_Pcp24_tr1,2024-05-01 14:15:26,Weigh the Empty Truck,,,['tr1']
load_truck_Pcp9_tr32,2024-05-01 14:15:31,Load Truck,,,['tr32']
load_truck_Pcp24_tr1,2024-05-01 14:16:28,Load Truck,,,['tr1']
weigh_empty_truck_Pcp24_tr25,2024-05-01 14:16:59,Weigh the Empty Truck,,,['tr25']
load_truck_Pcp24_tr25,2024-05-01 14:17:40,Load Truck,,,['tr25']
input_tally_sheet_Pcp27_tr50,2024-05-01 14:20:39,Input the Tally Sheet,,,['tr50']
print_w_ticket_Pcp27_tr50,2024-05-01 14:20:39,Print the Weighing Ticket,,,['tr50']
weigh_empty_truck_Pcp9_tr28,2024-05-01 14:22:53,Weigh the Empty Truck,,,['tr28']
load_truck_Pcp9_tr28,2024-05-01 14:24:07,Load Truck,,,['tr28']
eval_trs_exit_tr50_Pcp27,2024-05-01 14:24:25,Evaluate the Truck Exit,,,['tr50']
assign_tr48_Pcp6,2024-05-01 14:27:07,Assign Truck,,,['tr48']
weigh_loaded_truck_Pcp34_tr45,2024-05-01 14:27:29,Weigh the Loaded Truck,,,['tr45']
assign_tr9_Pcp6,2024-05-01 14:27:38,Assign Truck,,,['tr9']
weigh_loaded_truck_Pcp43_tr34,2024-05-01 14:29:03,Weigh the Loaded Truck,,,['tr34']
weigh_empty_truck_Pcp6_tr9,2024-05-01 14:29:19,Weigh the Empty Truck,,,['tr9']
load_truck_Pcp6_tr9,2024-05-01 14:30:11,Load Truck,,,['tr9']
input_tally_sheet_Pcp43_tr34,2024-05-01 14:31:41,Input the Tally Sheet,,,['tr34']
print_w_ticket_Pcp43_tr34,2024-05-01 14:31:41,Print the Weighing Ticket,,,['tr34']
weigh_empty_truck_Pcp6_tr48,2024-05-01 14:33:16,Weigh the Empty Truck,,,['tr48']
assign_tr12_Pcp65,2024-05-01 14:33:17,Assign Truck,,,['tr12']
eval_trs_exit_tr34_Pcp43,2024-05-01 14:33:19,Evaluate the Truck Exit,,,['tr34']
load_truck_Pcp6_tr48,2024-05-01 14:34:57,Load Truck,,,['tr48']
input_tally_sheet_Pcp34_tr45,2024-05-01 14:35:13,Input the Tally Sheet,,,['tr45']
print_w_ticket_Pcp34_tr45,2024-05-01 14:35:13,Print the Weighing Ticket,,,['tr45']
assign_tr43_Pcp65,2024-05-01 14:35:35,Assign Truck,,,['tr43']
eval_trs_exit_tr45_Pcp34,2024-05-01 14:37:48,Evaluate the Truck Exit,,,['tr45']
weigh_loaded_truck_Pcp83_tr18,2024-05-01 14:37:49,Weigh the Loaded Truck,,,['tr18']
assign_tr7_Pcp20,2024-05-01 14:38:41,Assign Truck,,,['tr7']
assign_tr5_Pcp20,2024-05-01 14:39:21,Assign Truck,,,['tr5']
weigh_loaded_truck_Pcp9_tr32,2024-05-01 14:40:46,Weigh the Loaded Truck,,,['tr32']
weigh_empty_truck_Pcp20_tr5,2024-05-01 14:40:59,Weigh the Empty Truck,,,['tr5']
weigh_loaded_truck_Pcp43_tr19,2024-05-01 14:41:40,Weigh the Loaded Truck,,,['tr19']
weigh_empty_truck_Pcp65_tr43,2024-05-01 14:41:48,Weigh the Empty Truck,,,['tr43']
load_truck_Pcp65_tr43,2024-05-01 14:42:52,Load Truck,,,['tr43']
input_tally_sheet_Pcp9_tr32,2024-05-01 14:43:50,Input the Tally Sheet,,,['tr32']
print_w_ticket_Pcp9_tr32,2024-05-01 14:43:50,Print the Weighing Ticket,,,['tr32']
print_w_ticket_Pcp43_tr19,2024-05-01 14:44:16,Print the Weighing Ticket,,,['tr19']
input_tally_sheet_Pcp43_tr19,2024-05-01 14:44:16,Input the Tally Sheet,,,['tr19']
load_truck_Pcp20_tr5,2024-05-01 14:45:00,Load Truck,,,['tr5']
eval_trs_exit_tr32_Pcp9,2024-05-01 14:45:43,Evaluate the Truck Exit,,,['tr32']
weigh_loaded_truck_Pcp76_tr44,2024-05-01 14:45:57,Weigh the Loaded Truck,,,['tr44']
weigh_empty_truck_Pcp65_tr12,2024-05-01 14:46:13,Weigh the Empty Truck,,,['tr12']
eval_trs_exit_tr19_Pcp43,2024-05-01 14:46:33,Evaluate the Truck Exit,,,['tr19']
load_truck_Pcp65_tr12,2024-05-01 14:47:13,Load Truck,,,['tr12']
weigh_empty_truck_Pcp20_tr7,2024-05-01 14:47:50,Weigh the Empty Truck,,,['tr7']
print_w_ticket_Pcp83_tr18,2024-05-01 14:48:09,Print the Weighing Ticket,,,['tr18']
input_tally_sheet_Pcp83_tr18,2024-05-01 14:48:09,Input the Tally Sheet,,,['tr18']
input_tally_sheet_Pcp76_tr44,2024-05-01 14:49:14,Input the Tally Sheet,,,['tr44']
print_w_ticket_Pcp76_tr44,2024-05-01 14:49:14,Print the Weighing Ticket,,,['tr44']
eval_trs_exit_tr18_Pcp83,2024-05-01 14:49:20,Evaluate the Truck Exit,,,['tr18']
load_truck_Pcp20_tr7,2024-05-01 14:49:22,Load Truck,,,['tr7']
assign_tr21_Pcp26,2024-05-01 14:50:42,Assign Truck,,,['tr21']
weigh_loaded_truck_Pcp24_tr1,2024-05-01 14:51:14,Weigh the Loaded Truck,,,['tr1']
eval_trs_exit_tr44_Pcp76,2024-05-01 14:51:29,Evaluate the Truck Exit,,,['tr44']
assign_tr31_Pcp26,2024-05-01 14:51:54,Assign Truck,,,['tr31']
weigh_empty_truck_Pcp26_tr21,2024-05-01 14:52:15,Weigh the Empty Truck,,,['tr21']
load_truck_Pcp26_tr21,2024-05-01 14:53:01,Load Truck,,,['tr21']
weigh_loaded_truck_Pcp6_tr9,2024-05-01 14:54:59,Weigh the Loaded Truck,,,['tr9']
assign_tr13_Pcp19,2024-05-01 14:55:22,Assign Truck,,,['tr13']
weigh_empty_truck_Pcp26_tr31,2024-05-01 14:55:22,Weigh the Empty Truck,,,['tr31']
assign_tr41_Pcp19,2024-05-01 14:55:23,Assign Truck,,,['tr41']
weigh_loaded_truck_Pcp65_tr12,2024-05-01 14:55:35,Weigh the Loaded Truck,,,['tr12']
input_tally_sheet_Pcp6_tr9,2024-05-01 14:56:00,Input the Tally Sheet,,,['tr9']
print_w_ticket_Pcp6_tr9,2024-05-01 14:56:00,Print the Weighing Ticket,,,['tr9']
weigh_loaded_truck_Pcp27_tr3,2024-05-01 14:56:42,Weigh the Loaded Truck,,,['tr3']
load_truck_Pcp26_tr31,2024-05-01 14:57:13,Load Truck,,,['tr31']
eval_trs_exit_tr9_Pcp6,2024-05-01 14:57:36,Evaluate the Truck Exit,,,['tr9']
weigh_loaded_truck_Pcp24_tr25,2024-05-01 14:58:15,Weigh the Loaded Truck,,,['tr25']
print_w_ticket_Pcp65_tr12,2024-05-01 14:59:06,Print the Weighing Ticket,,,['tr12']
input_tally_sheet_Pcp65_tr12,2024-05-01 14:59:06,Input the Tally Sheet,,,['tr12']
