ocel_source_id;ocel_target_id;ocel_qualifier;ocel_time
tr33;Pcp5;Dropped truck from pickup plan;2024-06-05 15:50:28
tr13;Pcp4;Dropped truck from pickup plan;2024-06-05 16:43:08
tr5;Pcp4;Dropped truck from pickup plan;2024-06-05 16:45:15
tr37;Pcp4;Dropped truck from pickup plan;2024-06-05 18:24:28
tr3;Pcp5;Dropped truck from pickup plan;2024-06-06 07:27:03
tr49;Pcp6;Dropped truck from pickup plan;2024-06-06 08:32:16
tr32;Pcp5;Dropped truck from pickup plan;2024-06-06 08:54:35
tr9;Pcp6;Dropped truck from pickup plan;2024-06-06 09:57:40
tr1;Pcp6;Dropped truck from pickup plan;2024-06-06 13:50:56
tr4;Pcp6;Dropped truck from pickup plan;2024-06-06 15:25:10
tr11;Pcp5;Dropped truck from pickup plan;2024-06-06 16:06:10
tr15;Pcp6;Dropped truck from pickup plan;2024-06-06 19:54:10
tr21;Pcp5;Dropped truck from pickup plan;2024-06-07 08:07:57
tr2;Pcp5;Dropped truck from pickup plan;2024-06-07 10:48:55
