Event_id,Timestamp,Activity,Objects,Relations,ObjectChanges,RelationChanges
print_w_ticket_Pcp49_tr46,2024-05-01 13:10:38,Print the Weighing Ticket,['tr46'],,"[{'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp49_tr46,2024-05-01 13:10:38,Input the Tally Sheet,['tr46'],,"[{'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
weigh_loaded_truck_Pcp68_tr29,2024-05-01 13:10:56,Weigh the Loaded Truck,['tr29'],,"[{'ObjectId': 'tr29', 'Attribute': 'Truck Weight', 'NewValue': 21055.3}, {'ObjectId': 'tr29', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
eval_trs_exit_tr46_Pcp49,2024-05-01 13:13:08,Evaluate the Truck Exit,['tr46'],['Pcp49_to_tr46'],"[{'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp49_to_tr46', 'Target': 'tr46', 'ChangeStatus': 'deletedTarget'}]"
print_w_ticket_Pcp68_tr29,2024-05-01 13:16:12,Print the Weighing Ticket,['tr29'],,"[{'ObjectId': 'tr29', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp68_tr29,2024-05-01 13:16:12,Input the Tally Sheet,['tr29'],,"[{'ObjectId': 'tr29', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
eval_trs_exit_tr29_Pcp68,2024-05-01 13:17:27,Evaluate the Truck Exit,['tr29'],['Pcp68_to_tr29'],"[{'ObjectId': 'tr29', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp68_to_tr29', 'Target': 'tr29', 'ChangeStatus': 'deletedTarget'}]"
assign_tr42_Pcp42,2024-05-01 13:23:43,Assign Truck,['tr42'],['Pcp42_to_tr42'],"[{'ObjectId': 'tr42', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr42', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp42'}, {'ObjectId': 'tr42', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5799.0}, {'ObjectId': 'tr42', 'Attribute': 'Cargo ID', 'NewValue': 'Cr1'}, {'ObjectId': 'tr42', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp42_to_tr42', 'Target': 'tr42', 'ChangeStatus': 'addedTarget'}]"
weigh_empty_truck_Pcp42_tr42,2024-05-01 13:25:58,Weigh the Empty Truck,['tr42'],,"[{'ObjectId': 'tr42', 'Attribute': 'Truck Weight', 'NewValue': 14670.7}, {'ObjectId': 'tr42', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp42_tr42,2024-05-01 13:26:37,Load Truck,['tr42'],,"[{'ObjectId': 'tr42', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
assign_tr43_Pcp42,2024-05-01 13:27:28,Assign Truck,['tr43'],['Pcp42_to_tr43'],"[{'ObjectId': 'tr43', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr43', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp42'}, {'ObjectId': 'tr43', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5607.9}, {'ObjectId': 'tr43', 'Attribute': 'Cargo ID', 'NewValue': 'Cr1'}, {'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp42_to_tr43', 'Target': 'tr43', 'ChangeStatus': 'addedTarget'}]"
assign_tr7_Pcp2,2024-05-01 13:28:19,Assign Truck,['tr7'],['Pcp2_to_tr7'],"[{'ObjectId': 'tr7', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr7', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp2'}, {'ObjectId': 'tr7', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5576.0}, {'ObjectId': 'tr7', 'Attribute': 'Cargo ID', 'NewValue': 'Cr18'}, {'ObjectId': 'tr7', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp2_to_tr7', 'Target': 'tr7', 'ChangeStatus': 'addedTarget'}]"
assign_tr34_Pcp43,2024-05-01 13:28:39,Assign Truck,['tr34'],['Pcp43_to_tr34'],"[{'ObjectId': 'tr34', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr34', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp43'}, {'ObjectId': 'tr34', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5074.9}, {'ObjectId': 'tr34', 'Attribute': 'Cargo ID', 'NewValue': 'Cr19'}, {'ObjectId': 'tr34', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp43_to_tr34', 'Target': 'tr34', 'ChangeStatus': 'addedTarget'}]"
assign_tr19_Pcp43,2024-05-01 13:28:44,Assign Truck,['tr19'],['Pcp43_to_tr19'],"[{'ObjectId': 'tr19', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr19', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp43'}, {'ObjectId': 'tr19', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 4937.2}, {'ObjectId': 'tr19', 'Attribute': 'Cargo ID', 'NewValue': 'Cr19'}, {'ObjectId': 'tr19', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp43_to_tr19', 'Target': 'tr19', 'ChangeStatus': 'addedTarget'}]"
assign_tr46_Pcp2,2024-05-01 13:29:41,Assign Truck,['tr46'],['Pcp2_to_tr46'],"[{'ObjectId': 'tr46', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr46', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp2'}, {'ObjectId': 'tr46', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5677.0}, {'ObjectId': 'tr46', 'Attribute': 'Cargo ID', 'NewValue': 'Cr18'}, {'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp2_to_tr46', 'Target': 'tr46', 'ChangeStatus': 'addedTarget'}]"
weigh_empty_truck_Pcp42_tr43,2024-05-01 13:30:45,Weigh the Empty Truck,['tr43'],,"[{'ObjectId': 'tr43', 'Attribute': 'Truck Weight', 'NewValue': 15238.7}, {'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp42_tr43,2024-05-01 13:31:57,Load Truck,['tr43'],,"[{'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
weigh_empty_truck_Pcp2_tr46,2024-05-01 13:32:06,Weigh the Empty Truck,['tr46'],,"[{'ObjectId': 'tr46', 'Attribute': 'Truck Weight', 'NewValue': 14201.6}, {'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp2_tr46,2024-05-01 13:33:03,Load Truck,['tr46'],,"[{'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
weigh_empty_truck_Pcp43_tr19,2024-05-01 13:34:55,Weigh the Empty Truck,['tr19'],,"[{'ObjectId': 'tr19', 'Attribute': 'Truck Weight', 'NewValue': 11672.5}, {'ObjectId': 'tr19', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
weigh_empty_truck_Pcp43_tr34,2024-05-01 13:35:17,Weigh the Empty Truck,['tr34'],,"[{'ObjectId': 'tr34', 'Attribute': 'Truck Weight', 'NewValue': 12576.1}, {'ObjectId': 'tr34', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp43_tr34,2024-05-01 13:35:55,Load Truck,['tr34'],,"[{'ObjectId': 'tr34', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
load_truck_Pcp43_tr19,2024-05-01 13:36:38,Load Truck,['tr19'],,"[{'ObjectId': 'tr19', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
weigh_empty_truck_Pcp2_tr7,2024-05-01 13:36:39,Weigh the Empty Truck,['tr7'],,"[{'ObjectId': 'tr7', 'Attribute': 'Truck Weight', 'NewValue': 11210.8}, {'ObjectId': 'tr7', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp2_tr7,2024-05-01 13:37:54,Load Truck,['tr7'],,"[{'ObjectId': 'tr7', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
weigh_loaded_truck_Pcp42_tr42,2024-05-01 13:49:45,Weigh the Loaded Truck,['tr42'],,"[{'ObjectId': 'tr42', 'Attribute': 'Truck Weight', 'NewValue': 20469.7}, {'ObjectId': 'tr42', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
weigh_loaded_truck_Pcp100_tr21,2024-05-01 13:51:08,Weigh the Loaded Truck,['tr21'],,"[{'ObjectId': 'tr21', 'Attribute': 'Truck Weight', 'NewValue': 21664.2}, {'ObjectId': 'tr21', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
input_tally_sheet_Pcp42_tr42,2024-05-01 13:54:28,Input the Tally Sheet,['tr42'],,"[{'ObjectId': 'tr42', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp42_tr42,2024-05-01 13:54:28,Print the Weighing Ticket,['tr42'],,"[{'ObjectId': 'tr42', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp100_tr21,2024-05-01 13:54:56,Input the Tally Sheet,['tr21'],,"[{'ObjectId': 'tr21', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp100_tr21,2024-05-01 13:54:56,Print the Weighing Ticket,['tr21'],,"[{'ObjectId': 'tr21', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
weigh_loaded_truck_Pcp42_tr43,2024-05-01 13:55:00,Weigh the Loaded Truck,['tr43'],,"[{'ObjectId': 'tr43', 'Attribute': 'Truck Weight', 'NewValue': 20846.6}, {'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
eval_trs_exit_tr21_Pcp100,2024-05-01 13:56:37,Evaluate the Truck Exit,['tr21'],['Pcp100_to_tr21'],"[{'ObjectId': 'tr21', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp100_to_tr21', 'Target': 'tr21', 'ChangeStatus': 'deletedTarget'}]"
eval_trs_exit_tr42_Pcp42,2024-05-01 13:57:35,Evaluate the Truck Exit,['tr42'],['Pcp42_to_tr42'],"[{'ObjectId': 'tr42', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp42_to_tr42', 'Target': 'tr42', 'ChangeStatus': 'deletedTarget'}]"
assign_tr45_Pcp34,2024-05-01 14:01:31,Assign Truck,['tr45'],['Pcp34_to_tr45'],"[{'ObjectId': 'tr45', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr45', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp34'}, {'ObjectId': 'tr45', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5790.6}, {'ObjectId': 'tr45', 'Attribute': 'Cargo ID', 'NewValue': 'Cr6'}, {'ObjectId': 'tr45', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp34_to_tr45', 'Target': 'tr45', 'ChangeStatus': 'addedTarget'}]"
weigh_loaded_truck_Pcp2_tr7,2024-05-01 14:01:45,Weigh the Loaded Truck,['tr7'],,"[{'ObjectId': 'tr7', 'Attribute': 'Truck Weight', 'NewValue': 16786.8}, {'ObjectId': 'tr7', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
assign_tr4_Pcp34,2024-05-01 14:02:25,Assign Truck,['tr4'],['Pcp34_to_tr4'],"[{'ObjectId': 'tr4', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr4', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp34'}, {'ObjectId': 'tr4', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5961.5}, {'ObjectId': 'tr4', 'Attribute': 'Cargo ID', 'NewValue': 'Cr6'}, {'ObjectId': 'tr4', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp34_to_tr4', 'Target': 'tr4', 'ChangeStatus': 'addedTarget'}]"
print_w_ticket_Pcp42_tr43,2024-05-01 14:02:54,Print the Weighing Ticket,['tr43'],,"[{'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
input_tally_sheet_Pcp42_tr43,2024-05-01 14:02:54,Input the Tally Sheet,['tr43'],,"[{'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
weigh_empty_truck_Pcp34_tr4,2024-05-01 14:05:27,Weigh the Empty Truck,['tr4'],,"[{'ObjectId': 'tr4', 'Attribute': 'Truck Weight', 'NewValue': 11861.3}, {'ObjectId': 'tr4', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
assign_tr50_Pcp27,2024-05-01 14:05:32,Assign Truck,['tr50'],['Pcp27_to_tr50'],"[{'ObjectId': 'tr50', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr50', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp27'}, {'ObjectId': 'tr50', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5849.0}, {'ObjectId': 'tr50', 'Attribute': 'Cargo ID', 'NewValue': 'Cr8'}, {'ObjectId': 'tr50', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp27_to_tr50', 'Target': 'tr50', 'ChangeStatus': 'addedTarget'}]"
weigh_loaded_truck_Pcp2_tr46,2024-05-01 14:05:39,Weigh the Loaded Truck,['tr46'],,"[{'ObjectId': 'tr46', 'Attribute': 'Truck Weight', 'NewValue': 19878.6}, {'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
eval_trs_exit_tr43_Pcp42,2024-05-01 14:05:57,Evaluate the Truck Exit,['tr43'],['Pcp42_to_tr43'],"[{'ObjectId': 'tr43', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp42_to_tr43', 'Target': 'tr43', 'ChangeStatus': 'deletedTarget'}]"
input_tally_sheet_Pcp2_tr7,2024-05-01 14:06:04,Input the Tally Sheet,['tr7'],,"[{'ObjectId': 'tr7', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp2_tr7,2024-05-01 14:06:04,Print the Weighing Ticket,['tr7'],,"[{'ObjectId': 'tr7', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
weigh_empty_truck_Pcp27_tr50,2024-05-01 14:06:20,Weigh the Empty Truck,['tr50'],,"[{'ObjectId': 'tr50', 'Attribute': 'Truck Weight', 'NewValue': 14628.1}, {'ObjectId': 'tr50', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
eval_trs_exit_tr7_Pcp2,2024-05-01 14:06:48,Evaluate the Truck Exit,['tr7'],['Pcp2_to_tr7'],"[{'ObjectId': 'tr7', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp2_to_tr7', 'Target': 'tr7', 'ChangeStatus': 'deletedTarget'}]"
weigh_empty_truck_Pcp34_tr45,2024-05-01 14:07:03,Weigh the Empty Truck,['tr45'],,"[{'ObjectId': 'tr45', 'Attribute': 'Truck Weight', 'NewValue': 13411.0}, {'ObjectId': 'tr45', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
assign_tr3_Pcp27,2024-05-01 14:07:03,Assign Truck,['tr3'],['Pcp27_to_tr3'],"[{'ObjectId': 'tr3', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr3', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp27'}, {'ObjectId': 'tr3', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5981.5}, {'ObjectId': 'tr3', 'Attribute': 'Cargo ID', 'NewValue': 'Cr8'}, {'ObjectId': 'tr3', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp27_to_tr3', 'Target': 'tr3', 'ChangeStatus': 'addedTarget'}]"
load_truck_Pcp34_tr4,2024-05-01 14:07:13,Load Truck,['tr4'],,"[{'ObjectId': 'tr4', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
load_truck_Pcp27_tr50,2024-05-01 14:07:28,Load Truck,['tr50'],,"[{'ObjectId': 'tr50', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
input_tally_sheet_Pcp2_tr46,2024-05-01 14:07:29,Input the Tally Sheet,['tr46'],,"[{'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp2_tr46,2024-05-01 14:07:29,Print the Weighing Ticket,['tr46'],,"[{'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
weigh_empty_truck_Pcp27_tr3,2024-05-01 14:07:55,Weigh the Empty Truck,['tr3'],,"[{'ObjectId': 'tr3', 'Attribute': 'Truck Weight', 'NewValue': 16177.3}, {'ObjectId': 'tr3', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp34_tr45,2024-05-01 14:08:14,Load Truck,['tr45'],,"[{'ObjectId': 'tr45', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
weigh_loaded_truck_Pcp66_tr27,2024-05-01 14:08:40,Weigh the Loaded Truck,['tr27'],,"[{'ObjectId': 'tr27', 'Attribute': 'Truck Weight', 'NewValue': 21919.8}, {'ObjectId': 'tr27', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
eval_trs_exit_tr46_Pcp2,2024-05-01 14:09:22,Evaluate the Truck Exit,['tr46'],['Pcp2_to_tr46'],"[{'ObjectId': 'tr46', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp2_to_tr46', 'Target': 'tr46', 'ChangeStatus': 'deletedTarget'}]"
input_tally_sheet_Pcp66_tr27,2024-05-01 14:10:44,Input the Tally Sheet,['tr27'],,"[{'ObjectId': 'tr27', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp66_tr27,2024-05-01 14:10:44,Print the Weighing Ticket,['tr27'],,"[{'ObjectId': 'tr27', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
load_truck_Pcp27_tr3,2024-05-01 14:11:29,Load Truck,['tr3'],,"[{'ObjectId': 'tr3', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
eval_trs_exit_tr27_Pcp66,2024-05-01 14:12:16,Evaluate the Truck Exit,['tr27'],['Pcp66_to_tr27'],"[{'ObjectId': 'tr27', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp66_to_tr27', 'Target': 'tr27', 'ChangeStatus': 'deletedTarget'}]"
assign_tr32_Pcp9,2024-05-01 14:12:33,Assign Truck,['tr32'],['Pcp9_to_tr32'],"[{'ObjectId': 'tr32', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr32', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp9'}, {'ObjectId': 'tr32', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5037.4}, {'ObjectId': 'tr32', 'Attribute': 'Cargo ID', 'NewValue': 'Cr3'}, {'ObjectId': 'tr32', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp9_to_tr32', 'Target': 'tr32', 'ChangeStatus': 'addedTarget'}]"
assign_tr28_Pcp9,2024-05-01 14:13:12,Assign Truck,['tr28'],['Pcp9_to_tr28'],"[{'ObjectId': 'tr28', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr28', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp9'}, {'ObjectId': 'tr28', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5193.1}, {'ObjectId': 'tr28', 'Attribute': 'Cargo ID', 'NewValue': 'Cr3'}, {'ObjectId': 'tr28', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp9_to_tr28', 'Target': 'tr28', 'ChangeStatus': 'addedTarget'}]"
assign_tr1_Pcp24,2024-05-01 14:13:49,Assign Truck,['tr1'],['Pcp24_to_tr1'],"[{'ObjectId': 'tr1', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr1', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp24'}, {'ObjectId': 'tr1', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5591.6}, {'ObjectId': 'tr1', 'Attribute': 'Cargo ID', 'NewValue': 'Cr9'}, {'ObjectId': 'tr1', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp24_to_tr1', 'Target': 'tr1', 'ChangeStatus': 'addedTarget'}]"
weigh_empty_truck_Pcp9_tr32,2024-05-01 14:14:25,Weigh the Empty Truck,['tr32'],,"[{'ObjectId': 'tr32', 'Attribute': 'Truck Weight', 'NewValue': 12633.5}, {'ObjectId': 'tr32', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
assign_tr25_Pcp24,2024-05-01 14:14:40,Assign Truck,['tr25'],['Pcp24_to_tr25'],"[{'ObjectId': 'tr25', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr25', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp24'}, {'ObjectId': 'tr25', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5395.3}, {'ObjectId': 'tr25', 'Attribute': 'Cargo ID', 'NewValue': 'Cr9'}, {'ObjectId': 'tr25', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp24_to_tr25', 'Target': 'tr25', 'ChangeStatus': 'addedTarget'}]"
weigh_loaded_truck_Pcp27_tr50,2024-05-01 14:14:54,Weigh the Loaded Truck,['tr50'],,"[{'ObjectId': 'tr50', 'Attribute': 'Truck Weight', 'NewValue': 20477.1}, {'ObjectId': 'tr50', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
weigh_empty_truck_Pcp24_tr1,2024-05-01 14:15:26,Weigh the Empty Truck,['tr1'],,"[{'ObjectId': 'tr1', 'Attribute': 'Truck Weight', 'NewValue': 13081.2}, {'ObjectId': 'tr1', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp9_tr32,2024-05-01 14:15:31,Load Truck,['tr32'],,"[{'ObjectId': 'tr32', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
load_truck_Pcp24_tr1,2024-05-01 14:16:28,Load Truck,['tr1'],,"[{'ObjectId': 'tr1', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
weigh_empty_truck_Pcp24_tr25,2024-05-01 14:16:59,Weigh the Empty Truck,['tr25'],,"[{'ObjectId': 'tr25', 'Attribute': 'Truck Weight', 'NewValue': 11953.8}, {'ObjectId': 'tr25', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp24_tr25,2024-05-01 14:17:40,Load Truck,['tr25'],,"[{'ObjectId': 'tr25', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
input_tally_sheet_Pcp27_tr50,2024-05-01 14:20:39,Input the Tally Sheet,['tr50'],,"[{'ObjectId': 'tr50', 'Attribute': 'lifecycle', 'NewValue': 'tally_recorded'}]",
print_w_ticket_Pcp27_tr50,2024-05-01 14:20:39,Print the Weighing Ticket,['tr50'],,"[{'ObjectId': 'tr50', 'Attribute': 'lifecycle', 'NewValue': 'ticket_issued'}]",
weigh_empty_truck_Pcp9_tr28,2024-05-01 14:22:53,Weigh the Empty Truck,['tr28'],,"[{'ObjectId': 'tr28', 'Attribute': 'Truck Weight', 'NewValue': 16191.6}, {'ObjectId': 'tr28', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp9_tr28,2024-05-01 14:24:07,Load Truck,['tr28'],,"[{'ObjectId': 'tr28', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
eval_trs_exit_tr50_Pcp27,2024-05-01 14:24:25,Evaluate the Truck Exit,['tr50'],['Pcp27_to_tr50'],"[{'ObjectId': 'tr50', 'Attribute': 'lifecycle', 'NewValue': 'released'}]","[{'RelationId': 'Pcp27_to_tr50', 'Target': 'tr50', 'ChangeStatus': 'deletedTarget'}]"
assign_tr48_Pcp6,2024-05-01 14:27:07,Assign Truck,['tr48'],['Pcp6_to_tr48'],"[{'ObjectId': 'tr48', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr48', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp6'}, {'ObjectId': 'tr48', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 5132.1}, {'ObjectId': 'tr48', 'Attribute': 'Cargo ID', 'NewValue': 'Cr5'}, {'ObjectId': 'tr48', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp6_to_tr48', 'Target': 'tr48', 'ChangeStatus': 'addedTarget'}]"
weigh_loaded_truck_Pcp34_tr45,2024-05-01 14:27:29,Weigh the Loaded Truck,['tr45'],,"[{'ObjectId': 'tr45', 'Attribute': 'Truck Weight', 'NewValue': 19201.6}, {'ObjectId': 'tr45', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
assign_tr9_Pcp6,2024-05-01 14:27:38,Assign Truck,['tr9'],['Pcp6_to_tr9'],"[{'ObjectId': 'tr9', 'Attribute': 'Truck Status', 'NewValue': 'Occupied'}, {'ObjectId': 'tr9', 'Attribute': 'Pickup Plan ID', 'NewValue': 'Pcp6'}, {'ObjectId': 'tr9', 'Attribute': 'Scheduled Pickup Weight', 'NewValue': 4895.9}, {'ObjectId': 'tr9', 'Attribute': 'Cargo ID', 'NewValue': 'Cr5'}, {'ObjectId': 'tr9', 'Attribute': 'lifecycle', 'NewValue': 'assigned'}]","[{'RelationId': 'Pcp6_to_tr9', 'Target': 'tr9', 'ChangeStatus': 'addedTarget'}]"
weigh_loaded_truck_Pcp43_tr34,2024-05-01 14:29:03,Weigh the Loaded Truck,['tr34'],,"[{'ObjectId': 'tr34', 'Attribute': 'Truck Weight', 'NewValue': 17651.0}, {'ObjectId': 'tr34', 'Attribute': 'lifecycle', 'NewValue': 'weigh_loaded'}]",
weigh_empty_truck_Pcp6_tr9,2024-05-01 14:29:19,Weigh the Empty Truck,['tr9'],,"[{'ObjectId': 'tr9', 'Attribute': 'Truck Weight', 'NewValue': 15710.2}, {'ObjectId': 'tr9', 'Attribute': 'lifecycle', 'NewValue': 'weigh_empty'}]",
load_truck_Pcp6_tr9,2024-05-01 14:30:11,Load Truck,['tr9'],,"[{'ObjectId': 'tr9', 'Attribute': 'lifecycle', 'NewValue': 'loading'}]",
